Time,Plasma/ CSF/ ER Nicotine,Sequestered Nicotine,Fraction of Activated nAChR,Fraction of Chaperoned nAChR
4.06678352108647,81.2047893364655,45.8310609997867,0.075106160763315,0.686756201861533
4.06678864765192,81.2004510006112,45.8320636028079,0.0751055831247026,0.686764127894965
4.06679377421736,81.1961131018824,45.8330661313446,0.0751041244525077,0.686771364784062
4.06680257872292,81.1886640245835,45.8347877273529,0.0751002139217579,0.686782251166165
4.06681138322849,81.1812160779004,45.8365091028918,0.075095148077088,0.686791277689281
4.06682018773405,81.173769196772,45.8382302579025,0.0750894676088087,0.686798556484464
4.06682899223962,81.1663233388747,45.8399511924045,0.0750834853573309,0.686804197207451
4.06683779674519,81.1588784790098,45.841671906437,0.0750773500240993,0.686808301671154
4.06684660125075,81.1514346010991,45.8433924000371,0.075071126931735,0.686810963934129
4.06685540575632,81.1439916930552,45.8451126732371,0.0750648481831272,0.686812271555228
4.06686986510431,81.1317705300437,45.847937342841,0.0750544613476587,0.686811690077665
4.06689231431463,81.1128013094109,45.8523216744967,0.0750382499685104,0.686804736037996
4.06691476352495,81.0938381131752,45.8567045742394,0.0750220285237609,0.686791396640712
4.06695950428646,81.0560625076702,45.8654353240923,0.0749896925343103,0.68674925472345
4.06700424504798,81.0183098510833,45.8741603917447,0.0749573826504432,0.686691282777016
4.06704898580949,80.9805796772002,45.8828797806499,0.0749251114874637,0.686622000775072
4.067093726571,80.9428716678189,45.891593494195,0.0748928515913564,0.686544491221386
4.06713846733251,80.9051855993334,45.900301535721,0.0748605922622042,0.686460875680961
4.06718320809403,80.8675213001843,45.9090039085435,0.0748283452184141,0.686372733819865
4.06722794885554,80.8298786350419,45.9177006159619,0.0747961182325906,0.686281287594664
4.06727268961705,80.7922574999231,45.9263916612606,0.0747639089459959,0.686187456188415
4.06735564148647,80.7225625211416,45.942490374746,0.0747042337354426,0.686009345321661
4.0674385933559,80.6529409433979,45.9585696565736,0.074644610427221,0.685827934990483
4.06752154522532,80.5833925552031,45.9746295274302,0.0745850403450704,0.685644564353192
4.06760449709474,80.5139172010422,45.9906700079554,0.0745255266324855,0.68546001279947
4.06768744896416,80.4445147507893,46.006691118756,0.0744660688252035,0.685274810689825
4.06777040083358,80.3751850948615,46.0226928804081,0.0744066655337991,0.685089285033107
4.06793199131351,80.2403393967051,46.0538088773433,0.0742911045977947,0.68472752461764
4.06809358179343,80.1057689738836,46.0848516793407,0.0741757507091323,0.684365527129416
4.06825517227336,79.9714732644749,46.1158214376871,0.074060603507431,0.684003249324411
4.06841676275328,79.8374516965359,46.1467183033622,0.0739456628851574,0.683640759404133
4.06857835323321,79.7037036922178,46.1775424270379,0.0738309284926157,0.683278196388646
4.06890238582878,79.4363248211828,46.2391345469115,0.0736014749249075,0.682550960620811
4.06922641842436,79.170039190316,46.3004359761939,0.0733728464418007,0.681823465317665
4.06955045101993,78.9048422986157,46.361447918535,0.0731450405291928,0.681095669038303
4.06987448361551,78.6407296665047,46.4221715726213,0.0729180546508535,0.680367501859053
4.07064987366749,78.0130995175766,46.5663162913812,0.0723782051645885,0.67862364397376
4.07142526371946,77.3915917158607,46.7088332763286,0.0718430017353916,0.676877856406102
4.07220065377144,76.7761460042524,46.8497386218272,0.0713124095678646,0.675130312234938
4.07297604382341,76.1667027439224,46.9890482592536,0.0707863940402496,0.673381101410073
4.0744002440448,75.062747916273,47.2408207831163,0.0698320423414962,0.670164060818148
4.07670647653958,73.316703878159,47.6374606245213,0.0683186049962515,0.664944329211204
4.08037634495304,70.6410701969142,48.2413024408511,0.0659898362075146,0.656616827824952
4.08404621336649,68.0866299667012,48.8129429574992,0.0637556557806875,0.648270439860735
4.08771608177995,65.6478257430027,49.35386670172,0.0616126169437087,0.639913894357887
4.0913859501934,63.3193674009194,49.8654867681442,0.0595573664338587,0.631555998720766
4.09505581860686,61.0962124669942,50.3491500794973,0.057586643475408,0.623205440469538
4.09872568702032,58.9735502140336,50.8061416351843,0.0556972780620315,0.614870838601395
4.10437772939716,55.8904678950223,51.4605956888309,0.0529395223237346,0.602085993742735
4.110029771774,53.0190967276103,52.0589046349112,0.0503566042652386,0.589390204263607
4.11568181415084,50.3446714568653,52.6050122095606,0.0479381374987999,0.576813013724687
4.12133385652768,47.8535186365403,53.1025704164264,0.0456742989597396,0.564383455676306
4.12698589890452,45.5329390136542,53.5549709895399,0.0435557607180592,0.552128782634069
4.13263794128136,43.3710999552612,53.9653741502435,0.0415736582936464,0.540074003691838
4.1382899836582,41.3569720026211,54.3367255378368,0.0397195780186614,0.528242727819889
4.14394202603504,39.48028613009,54.6717676350569,0.0379855502663634,0.516656985537985
4.14959406841188,37.7314898039104,54.9730515475569,0.0363640437457151,0.505335800348304
4.15524611078872,36.1016979580708,55.242950099558,0.0348479508274257,0.494295338771178
4.16089815316556,34.5826441185536,55.4836708441622,0.0334305683444063,0.483550776145824
4.1665501955424,33.1666359857139,55.6972679427074,0.0321055800298277,0.4731159069322
4.17220223791924,31.846515786945,55.8856528393009,0.0308670397036752,0.463000138352539
4.17785428029608,30.6156235359464,56.050604065279,0.0297093542097461,0.453208977449814
4.18350632267292,29.4677621735673,56.1937764123062,0.0286272663036568,0.443749336410841
4.18915836504976,28.3971653617057,56.3167095348625,0.0276158380388932,0.434629668204937
4.1948104074266,27.3984683588965,56.4208359817052,0.0266704352635398,0.425850645857394
4.20046244980344,26.4666802737576,56.5074886663425,0.025786711864138,0.417403044872411
4.20372738932299,25.9570851341491,56.5500704763293,0.0253027230881898,0.412675646335737
4.20699232884254,25.4674151795546,56.587462566172,0.0248372061512919,0.408064196781877
4.21025726836208,24.9968591995143,56.6198816711287,0.0243894413664876,0.403562866448306
4.21241691493342,24.6957251905615,56.6386947429877,0.0241026768597255,0.400644081285938
4.21457656150476,24.4023956124103,56.6554810434915,0.0238231823485541,0.39777522295428
4.21673620807609,24.1166590538315,56.6702970547011,0.023550768641456,0.394954632414882
4.21889585464743,23.838310036666,56.6831977266256,0.0232852519095385,0.392178651281057
4.2204022760463,23.6484195191899,56.6910909045322,0.0231040327776425,0.390271119478794
4.22190869744518,23.461959189408,56.6980959316442,0.0229260217308713,0.388388271816307
4.22341511884405,23.278864251399,56.704230192587,0.0227511604782989,0.386526788207076
4.22492154024293,23.0990708838358,56.7095107409393,0.0225793914438192,0.384685990552744
4.2264279616418,22.9225161434042,56.7139543049431,0.0224106577283032,0.382868596238899
4.22793438304067,22.7491385189689,56.7175772937494,0.0222449036943512,0.381074942790579
4.22944080443955,22.5788779654342,56.7203958044522,0.0220820749967256,0.379302384755934
4.23094722583842,22.4116753685112,56.7224256283415,0.0219221180172897,0.377550412053137
4.2324536472373,22.2474724813159,56.7236822559431,0.021764979831866,0.375821096443162
4.23396006863617,22.0862123637952,56.7241808824196,0.0216106086690092,0.374114495091771
4.23546649003504,21.9278393821259,56.7239364138355,0.0214589539139047,0.372428421190909
4.23697291143392,21.7722987603499,56.7229634728761,0.0213099656293109,0.370762713748877
4.23847933283279,21.6195365750403,56.7212764036437,0.0211635945810246,0.369119112288014
4.24006538540693,21.4616439215306,56.7187438737822,0.0210122617117815,0.367411888971558
4.24165143798106,21.3067127124494,56.7154514177222,0.0208637218035321,0.365726381560203
4.24323749055519,21.154683733339,56.711414814746,0.0207179205997545,0.364063414217123
4.24482354312932,21.0054988390054,56.7066495275384,0.0205748047636552,0.362424967298644
4.24640959570346,20.859101513618,56.7011707090847,0.0204343224638494,0.360808316772978
4.24799564827759,20.7154362721801,56.6949932094718,0.0202964227248973,0.359211764694989
4.24958170085172,20.5744483774835,56.68813158129,0.0201610551571133,0.357637268710672
4.25116775342586,20.4360840633439,56.6806000844427,0.0200281701961156,0.356088031147476
4.25226419742784,20.3419388313395,56.6750092656983,0.0199377326272541,0.355028926459828
4.25336064142982,20.2490057734755,56.6691095389538,0.0198484431568784,0.353977616791616
4.2544570854318,20.157267830047,56.6629053801731,0.0197602859865638,0.352936926516759
4.25555352943378,20.0667082668223,56.6564012023074,0.0196732456370047,0.351908784273366
4.25664997343576,19.9773110634905,56.6496013568545,0.0195873073400577,0.350890278828409
4.25774641743775,19.8890603144676,56.6425101354225,0.0195024563926549,0.349879592191497
4.25884286143973,19.8019399805114,56.6351317701958,0.0194186779155924,0.348878466880431
4.25993930544171,19.7159340968634,56.6274704338946,0.0193359570740869,0.347890127033335
4.26103574944369,19.63102756886,56.6195302411335,0.0192542799360708,0.346911269777896
4.26213219344567,19.5472054649572,56.6113152500494,0.0191736326727465,0.345939073675057
4.26322863744765,19.4644524639482,56.6028294624893,0.0190940010067646,0.344976720915402
4.26432508144963,19.3827535521647,56.5940768240361,0.0190153709759251,0.34402642472455
4.26542152545162,19.3020944543412,56.5850612253623,0.0189377293614425,0.343085068751829
4.2665179694536,19.222460970788,56.5757865036427,0.0188610629691791,0.342150782266162
4.26761441345558,19.1438387142658,56.5662564428807,0.018785358379594,0.341225560039532
4.26871085745756,19.0662133479228,56.5564747737529,0.0187106021995212,0.340312889859753
4.26946970072582,19.013065961299,56.5495595376656,0.018659412705114,0.339685961815106
4.27022854399407,18.9603852517609,56.5425267509513,0.0186086674338005,0.339062020728222
4.27098738726233,18.9081665946315,56.5353776074937,0.0185583620640143,0.338442545567539
4.27174623053059,18.8564055167916,56.5281132894735,0.0185084924223746,0.337827937824433
4.27250507379885,18.8050976835191,56.5207349675948,0.0184590544676572,0.337217644528124
4.27373612764818,18.7228151221107,56.5085257708984,0.0183797602538876,0.336236421915634
4.27496718149751,18.6416956998414,56.4960244766682,0.0183015744134844,0.335265977035673
4.27619823534684,18.561721364245,56.4832358967466,0.0182244800743818,0.334306380956261
4.27742928919617,18.4828743433771,56.4701647679577,0.0181484606164242,0.333357706979112
4.28172329960527,18.2164288356617,56.4224254249213,0.0178914832211822,0.330131769250163
4.28601731001437,17.962777647722,56.3714942348185,0.0176467207068064,0.32703168338948
4.29031132042346,17.7212395300111,56.3175529300777,0.0174135334954628,0.324052854504074
4.29460533083256,17.4911706704681,56.2607732384949,0.0171913163175183,0.321190720661462
4.29889934124166,17.2719626719746,56.2013174156702,0.0169794960528059,0.318441054583728
4.30319335165075,17.0630400685465,56.1393389180804,0.0167775297708779,0.315799614080896
4.30748736205985,16.8638581623218,56.0749829800718,0.0165849027883972,0.313262180279036
4.31178137246895,16.6739012315925,56.0083870898523,0.0164011270869673,0.310824665166122
4.31607538287804,16.4926809736958,55.9396814062537,0.0162257399529663,0.308483087054298
4.32036939328714,16.3197350630147,55.86898914466,0.0160583027109969,0.306233548813017
4.32815597790031,16.0258369171899,55.7361019921971,0.0157736357126072,0.302377052198644
4.33594256251348,15.7553078673371,55.5977052706466,0.0155114587491798,0.298789176695728
4.34372914712666,15.5059388506296,55.4543872814434,0.0152696648053683,0.295449064670998
4.35151573173983,15.2757465343238,55.3066759634224,0.0150463614017714,0.29233766981774
4.359302316353,15.0629448765424,55.1550465119758,0.0148398386513075,0.289437035762769
4.36708890096618,14.8659140087746,54.9999297011209,0.0146485444128268,0.286730036695763
4.37487548557935,14.6831814630776,54.8417168830079,0.0144710663526938,0.284201018767695
4.38266207019252,14.5134112550737,54.680762912056,0.0143061212178158,0.281835552599406
4.3904486548057,14.3553938407057,54.5173888438955,0.0141525458731261,0.279619873438827
4.39823523941887,14.2080347458297,54.3518849629011,0.0140092867066173,0.277541294867398
4.40602182403204,14.0703431226843,54.1845138344194,0.0138753889554229,0.275588429133045
4.41380840864522,13.9414215323738,54.0155130516644,0.0137499871553856,0.273750572683097
4.42159499325839,13.820457046469,53.845097615,0.0136322967355289,0.272017656599571
4.42938157787156,13.7067133326724,53.6734620340507,0.0135216065299662,0.27038072901316
4.43716816248474,13.5995235356455,53.5007822386573,0.013417272045624,0.268831639206455
4.44495474709791,13.4982837669521,53.3272173310442,0.0133187092926077,0.267362571530651
4.45274133171108,13.4024470929467,53.1529111815493,0.0132253890638697,0.265966453826993
4.46052791632426,13.3115181203993,52.9779938711465,0.0131368317747407,0.264637122209651
4.46831450093743,13.2250481840079,52.8025829939668,0.0130526028755723,0.263368705369694
4.4761010855506,13.142630937008,52.6267848357744,0.012972308634678,0.262155619097034
4.48840988898675,13.0197284145688,52.3483295586683,0.0128525484040646,0.26033946160569
4.5007186924229,12.9047591319709,52.069477825926,0.0127404935130527,0.258632767469719
4.51302749585905,12.7966301777736,51.7905125370506,0.0126350828358112,0.257020564365835
4.5253362992952,12.694405896464,51.511674559049,0.0125354081719218,0.25549012067341
4.53764510273135,12.5972840422159,51.2331691113233,0.012440690631894,0.254030480452872
4.5499539061675,12.5045777414244,50.9551705990932,0.012350262949324,0.252631965168142
4.56226270960364,12.4156997455753,50.6778268173541,0.0122635544496643,0.251286325882209
4.57457151303979,12.3301480787375,50.4012627874007,0.0121800771464695,0.249986699214748
4.58688031647594,12.247493430441,50.1255841426108,0.0120994135885386,0.248726974976942
4.59918911991209,12.1673684213594,49.8508799990262,0.0120212064890939,0.24750171348205
4.61149792334824,12.08945856099,49.5772253603401,0.011945149936068,0.246306566302661
4.62380672678439,12.0134946615393,49.3046831556014,0.0118709820364755,0.245137878846155
4.63611553022054,11.9392463511062,49.0333059886411,0.0117984786314532,0.243992085584918
4.64842433365669,11.8665163910293,48.7631376431252,0.0117274477763205,0.242866207985852
4.66073313709283,11.7951358219536,48.494214370988,0.0116577250268912,0.241758172809235
4.67304194052898,11.724959936617,48.2265659928342,0.0115891695375018,0.240665898349862
4.68535074396513,11.6558647770153,47.9602168381425,0.0115216606574917,0.239587129495899
4.69765954740128,11.5877440256065,47.6951865475051,0.0114550948984314,0.238520496845923
4.70996835083743,11.5205064748603,47.4314907576881,0.0113893834784171,0.237465178672345
