Time,Plasma/ CSF/ ER Nicotine,Sequestered Nicotine,Fraction of Activated nAChR,Fraction of Chaperoned nAChR
9.48834426875781,14.3483609001809,57.8271335609345,0.0141455613154728,0.279478184007167
9.49603602862268,14.2710369185212,57.6339030842181,0.0140703975354812,0.278391095130631
9.50353109615211,14.1984225403245,57.445596673513,0.0139998016882551,0.277365663125541
9.50843049851177,14.1523008842281,57.3225236319015,0.0139549570203415,0.276712618151118
9.51332990087144,14.1071718133515,57.1994843685731,0.0139110736150535,0.276073417774712
9.5182293032311,14.062979355377,57.076493229445,0.0138680973035096,0.275446202570335
9.52312870559076,14.0196708729626,56.9535636543141,0.0138259771163593,0.274829723228509
9.52802810795042,13.9771967179321,56.8307082289012,0.0137846649639932,0.274224852985201
9.53292751031008,13.9355103568665,56.7079387391665,0.0137441157761378,0.273631299769999
9.53782691266975,13.8945683172629,56.5852662240544,0.0137042874658787,0.273046167581026
9.54272631502941,13.8543294449937,56.4627010208262,0.0136651401488741,0.272469686339885
9.54762571738907,13.8147549680631,56.3402528050085,0.013626636253031,0.27190308200908
9.55252511974873,13.7758087365315,56.2179306306849,0.0135887407521909,0.271344668263145
9.55742452210839,13.7374568474268,56.0957429701781,0.0135514208078776,0.270792109551061
9.56232392446806,13.699666957662,55.9736977472663,0.0135146450353018,0.270248052749104
9.56561438519774,13.674587469818,55.8918152997673,0.0134902370976895,0.269887037283912
9.56890484592743,13.6497393087385,55.8100025702797,0.0134660531357478,0.269528520237784
9.57219530665712,13.6251141200347,55.7282615865812,0.0134420850458531,0.269172852356243
9.57548576738681,13.6007039250913,55.6465942850757,0.0134183250914677,0.268820056673211
9.57877622811649,13.576501097567,55.5650025149333,0.0133947658784522,0.26846990862704
9.58439085578446,13.5356610043735,55.4259590380845,0.0133550093365492,0.267878308709257
9.59000548345242,13.4953690356311,55.2871488339558,0.0133157833096671,0.267293713596553
9.59562011112039,13.4555931421669,55.148579515939,0.0132770567142387,0.266715710725727
9.60123473878835,13.4163034673526,55.0102581133953,0.0132388005908596,0.266143907148815
9.61197349286768,13.3424135031702,54.7464123680581,0.013166846497603,0.2650661739185
9.62843882968529,13.2319979561395,54.343761102059,0.0130593045931608,0.26344988943022
9.6449041665029,13.1245897124729,53.9435083153231,0.0129546696125675,0.261870904430241
9.66136950332051,13.0197436208577,53.5457493835155,0.0128525094110315,0.260323099842675
9.67783484013812,12.91710364553,53.1505560146453,0.0127524787171863,0.258801673488295
9.69430017695573,12.8163833361215,52.7579814759712,0.012654299404931,0.257302681609193
9.71076551377334,12.7173503003763,52.3680647425851,0.0125577459329346,0.25582292584845
9.72723085059095,12.6198149880443,51.9808334960726,0.0124626343669912,0.254359818286463
9.74369618740856,12.5236224288916,51.596306334675,0.0123688143548396,0.252911243738462
9.76016152422617,12.4286457982728,51.2144944938983,0.0122761628842433,0.25147547579936
9.77662686104378,12.3347812068405,50.8354032395422,0.0121845792252502,0.250051110065053
9.79309219786139,12.2419434258779,50.4590330105014,0.012093980780807,0.248637003229613
9.809557534679,12.1500623852028,50.0853803547469,0.0120042996864212,0.247232224663116
9.82602287149661,12.0590803190513,49.7144386918782,0.0119154800380959,0.245836017710353
9.84248820831422,11.9689494488749,49.3461989320269,0.0118274756410988,0.244447767287126
9.85895354513183,11.8796301046851,48.9806499774115,0.0117402481843141,0.243066973448083
9.88560668011622,11.7366840400646,48.3945904392349,0.0116006179805549,0.24084664723483
9.91225981510061,11.5956667618296,47.8154876404887,0.0114628330972276,0.238643465370256
9.938912950085,11.4564910280666,47.2432754129382,0.0113268100201685,0.236456512588104
9.96556608506939,11.3190913034472,46.6778829167828,0.0111924860280636,0.234285137481481
9.99221922005378,11.1834159982125,46.1192366696878,0.011059812011959,0.232128837021875
10,11.1441277713362,45.9574138788167,0.0110213862000431,0.231502144526344
10,11.1441277713362,45.9574138788167,0.0110213862000431,0.231502144526344
10.0000003967078,11.1447446305803,45.9574056434041,0.0110213984699598,0.231502123913245
10.0000007934157,11.1453614843601,45.9573974087506,0.0110214246310586,0.231502114594407
10.0000021413812,11.1474574376982,45.9573694342322,0.0110216149144966,0.231502169635872
10.0000034893466,11.1495533364565,45.9573414675031,0.0110219333940015,0.231502339983391
10.0000048373121,11.1516491770119,45.9573135092124,0.0110223819116797,0.231502634844663
10.0000078818044,11.15638259266,45.9572503952385,0.0110238237531055,0.231503771883969
10.0000109262966,11.1611157175509,45.9571873257774,0.0110257971832835,0.231505557425357
10.0000139707889,11.1658485598518,45.9571243009489,0.0110282195319774,0.231507987810959
10.0000170152812,11.1705811272933,45.9570613207913,0.0110310170129368,0.231511058039517
10.0000200597734,11.1753134266805,45.9569983853154,0.0110341265664475,0.231514762693294
10.0000231042657,11.1800454638544,45.9569354945231,0.0110374952302946,0.231519096247586
10.000026148758,11.1847772437879,45.9568726484133,0.0110410788459968,0.231524053173859
10.0000291932502,11.1895087707087,45.9568098469841,0.0110448407095973,0.231529627973881
10.0000322377425,11.1942400482183,45.9567470902329,0.0110487503539221,0.231535815190821
10.0000352822348,11.1989710793947,45.9566843781574,0.0110527825033658,0.231542609412642
10.000038326727,11.20370186688,45.9566217107552,0.0110569161944771,0.231550005272941
10.0000413712193,11.2084324129541,45.9565590880238,0.0110611340421686,0.231557997450938
10.0000461350615,11.2158340125946,45.9564611892916,0.0110678728244614,0.231571688686123
10.0000508989038,11.2232350318512,45.9563633999179,0.0110747421389793,0.231586809099703
10.000055662746,11.2306354767169,45.9562657198928,0.0110817039491045,0.231603337173781
10.0000639485409,11.2435057826299,45.9560960845893,0.0110939726943301,0.231635379542988
10.0000722343358,11.2563743827035,45.9559267800114,0.0111063670290437,0.231671519377051
10.0000805201306,11.2692412923959,45.9557578061125,0.0111188322826196,0.231711658526969
10.0000888059255,11.2821065243105,45.9555891628464,0.0111313397826757,0.231755701376409
10.0000970917204,11.2949700895792,45.9554208501671,0.0111438734996299,0.231803554370939
10.0001053775153,11.3078319985261,45.9552528680289,0.0111564234600543,0.231855125969253
10.0001183178675,11.3279158130396,45.9549911827902,0.0111760421688378,0.231942896064342
10.0001312582197,11.3479956466076,45.9547303034807,0.011195669684796,0.232039188231492
10.0001441985719,11.3680715326774,45.9544702299294,0.0112152978953842,0.232143682561305
10.0001641706928,11.3990489512696,45.9540704138863,0.0112455874604141,0.232320349289623
10.0001841428138,11.4300171526736,45.9536725162021,0.0112758682195707,0.232514742557832
10.0002189603795,11.4839825455774,45.9529834432283,0.0113286320923939,0.232893008233827
10.0002537779453,11.5379207546008,45.9523001953413,0.01138136524886,0.23331705823102
10.000288595511,11.5918322468467,45.9516227694016,0.0114340686716191,0.23378233884291
10.0003234130767,11.6457174456772,45.9509511623191,0.0114867407802521,0.234284734421226
10.0003778515609,11.7299170534193,45.9499127353734,0.011569031937237,0.235135848293119
10.000432290045,11.8140546159332,45.9488885145539,0.0116512470872089,0.236056078002501
10.0004867285292,11.8981312507665,45.9478784886107,0.011733388680451,0.237034668694611
10.0005411670133,11.9821479221593,45.946882646467,0.0118154582215627,0.238062392807695
10.0005956054974,12.0661054631279,45.945900977195,0.0118974562691332,0.239131330179933
10.0006500439816,12.1500045924677,45.9449334699972,0.0119793833671346,0.240234697818897
10.0007044824657,12.2338459300487,45.9439801141897,0.0120612402567969,0.241366697388625
10.0008038613315,12.3867531422623,45.9422762005862,0.012210493060951,0.243491125153149
10.0009032401973,12.5394721823117,45.9406193481712,0.0123595168537952,0.245670463466003
10.0010026190631,12.6920050844893,45.9390094939842,0.0125083138731928,0.247886728383002
10.001101997929,12.8443534303449,45.9374465756198,0.0126568859129329,0.250126442360486
10.0012013767948,12.9965184836906,45.9359305310814,0.0128052344106768,0.252379289804075
10.0013007556606,13.1485012544813,45.9344612987143,0.0129533605655566,0.254637480759124
10.0014001345264,13.3003025405298,45.9330388171612,0.013101265383063,0.256895335419651
10.0014995133922,13.4519229795078,45.9316630253058,0.0132489496879687,0.259148766321156
10.0016544050561,13.6878788639641,45.9296116704842,0.013478692049381,0.262645313417937
10.0018940238848,14.0520454185182,45.9266608299037,0.0138330588014566,0.268002877703166
10.0020496691593,14.2880339121142,45.9248886354805,0.0140625607461968,0.27144166496971
10.0022053144338,14.5235848850827,45.9232299960626,0.0142915306978607,0.274845146394953
10.0023609597083,14.7586992302187,45.9216846806194,0.0145199701680703,0.278213047460671
10.0025166049828,14.9933778166766,45.9202524585701,0.0147478806338477,0.281545313266074
10.0026722502573,15.2276215373948,45.9189330997294,0.0149752636476576,0.284841636278843
10.0028278955318,15.4614312638338,45.9177263743587,0.0152021207229076,0.28810190707683
10.0029835408063,15.6948078178093,45.9166320531995,0.0154284533009102,0.291326494770803
10.0031391860808,15.9277519957931,45.9156499074458,0.0156542628052299,0.29451600497666
10.0032948313552,16.1602646003762,45.9147797087093,0.0158795506659974,0.297670966548882
10.0035573966841,16.5515251741943,45.9135648080149,0.0162584210695917,0.302916320173354
10.0038199620129,16.9415637312899,45.9126667448376,0.0166358178470863,0.308067033261286
10.0040825273417,17.3303841283949,45.9120844309541,0.0170117477841105,0.313125301270129
10.0043450926705,17.7179901916252,45.9118167816182,0.0173862176110846,0.318093495995211
10.0047765920178,18.3523536220643,45.9120575521498,0.0179984667007518,0.326069237981383
10.0052080913651,18.9834645267785,45.9131404571104,0.0186068198401791,0.333819126834354
10.0056395907124,19.611339776614,45.9150607422801,0.0192113063246883,0.341352547195029
10.0060710900596,20.2359962117201,45.9178136782754,0.0198119552310028,0.348678263231591
10.0065025894069,20.8574506253522,45.9213945605301,0.0204087954113079,0.355804581140536
10.0071675171539,21.8088633012346,45.9285227246045,0.0213211178749264,0.366414105812432
10.007832444901,22.7527731786681,45.9375888059271,0.0222245676603306,0.376596520055245
10.0093379730445,24.8625645462336,45.9651891875519,0.0242379043765127,0.398202493602172
10.0103445742785,26.2522425586581,45.9890406164757,0.0255595253442737,0.411626219849565
10.0113511755125,27.625383606081,46.0171513780305,0.0268619065589742,0.424309854261336
10.0123577767465,28.9821922599514,46.0494653138038,0.0281453811677041,0.436311782578518
10.0133643779805,30.3228709745022,46.0859269649272,0.0294102757018049,0.447685413527834
10.0143709792145,31.6476201669625,46.1264815652115,0.0306569103572858,0.458478631115209
10.0153775804484,32.9566381952723,46.1710750337087,0.0318855990561299,0.468734293305398
10.0163841816824,34.2501213266626,46.2196539672271,0.0330966496029135,0.478490823854859
10.0179407985917,36.2202394303206,46.302501284643,0.0349354013954566,0.49267608238258
10.0194974155009,38.1543788225517,46.3945615412429,0.0367337813414238,0.505866261738326
10.0210540324101,40.0532345733058,46.4956465677227,0.0384928442237447,0.518162354780781
10.0226106493193,41.917489663999,46.6055718506231,0.0402136131402044,0.529649511129532
10.0241672662285,43.7478146175373,46.7241564631892,0.0418970802917011,0.540403313975799
10.0257238831378,45.5448675228193,46.8512230030313,0.0435442077584899,0.550491861584486
10.027280500047,47.309294651411,46.9865975307003,0.0451559291236081,0.559971892379733
10.0284342290657,48.5963699004605,47.0921941877889,0.0463281888939193,0.566637764829407
10.0295879580845,49.8661246872328,47.2021927768154,0.047481855397377,0.573018930877581
10.0307416871032,51.1188095230418,47.3165260345586,0.0486172799052183,0.579131642515003
10.0322096993038,52.6884444388175,47.4681666579101,0.0500361694138175,0.586546730930603
10.0336777115044,54.2313425467837,47.6265836480382,0.0514267700037049,0.59358426297038
10.035145723705,55.7479952967179,47.7916451889099,0.0527897524824151,0.600271372472222
10.0366137359055,57.2388852302819,47.9632219002236,0.0541257691147935,0.606633148465531
10.0380817481061,58.7044862487444,48.1411867920434,0.0554354543662992,0.612691653041994
10.0395497603067,60.1452635700459,48.3254152221164,0.0567194252707553,0.618467946426473
10.0410177725073,61.5616740968646,48.51578485426,0.057978282250297,0.623979961406646
10.0424857847079,62.954166271667,48.7121756165198,0.0592126093159681,0.629245517667015
10.0439537969085,64.3231804809194,48.9144696597942,0.0604229749417468,0.634279826128883
10.0454218091091,65.6691489468005,49.1225513169382,0.0616099321778107,0.639098101561184
10.0468898213097,66.9924962692481,49.3363070632468,0.062774019698347,0.643711618491241
10.0483578335102,68.2936389116938,49.5556254769317,0.0639157614450608,0.648134333113772
10.0498258457108,69.5729858811093,49.7803972004425,0.0650356677927748,0.652377528789145
10.0512938579114,70.8309388221733,50.0105149029701,0.0661342358190797,0.656450276245356
10.052761870112,72.0678917849968,50.2458732431256,0.067211949358066,0.660363152645187
10.0542298823126,73.2842317860584,50.4863688325155,0.0682692798980867,0.664123993805913
10.0556978945132,74.4803386029355,50.7319001997789,0.0693066866110777,0.667741292408139
10.0571659067138,75.656584959013,50.9823677550333,0.0703246167487135,0.671223681108883
10.0586339189143,76.8133369057201,51.2376737554274,0.0713235062711183,0.674577398096937
10.0601019311149,77.950953602686,51.4977222711026,0.0723037798580813,0.67780975908799
10.0615699433155,79.0697876571553,51.7624191517727,0.0732658515077681,0.680927013027127
10.0630379555161,80.1701853036651,52.0316719942098,0.0742101248499508,0.683933761132581
10.0645059677167,81.2524862221381,52.3053901099229,0.0751369931330407,0.686835985476329
10.0659739799173,82.3170238577697,52.5834844933402,0.0760468398670102,0.689639040280297
10.0667735042735,82.889448878584,52.7367527471316,0.0765353442028852,0.691126213375656
10.0667735042735,82.889448878584,52.7367527471316,0.0765353442028852,0.691126213375656
10.0667745824569,82.8885354068843,52.7369602823346,0.0765359057543658,0.69112816651007
10.0667756606404,82.8876219597198,52.7371678142301,0.076536379546105,0.691130086501902
10.0667783058006,82.8853810497626,52.7376769491111,0.0765372259851182,0.691134665593782
10.0667809509608,82.8831402614647,52.7381860662978,0.0765376944888473,0.691139071794179
10.066783596121,82.88089959949,52.7386951643166,0.0765378053777991,0.691143293590462
10.0667887419933,82.8765409828085,52.7396855025451,0.0765372043046476,0.691150976906111
10.0667938878657,82.8721828046634,52.7406757657632,0.0765357230924947,0.691157977334518
10.0668028218603,82.8646173333724,52.7423948303408,0.0765317296864344,0.691168577218893
10.0668117558549,82.8570530205482,52.7441136680262,0.0765265675859358,0.691177298155045
10.0668206898495,82.8494897994634,52.7458322787597,0.0765207899488627,0.691184256501251
10.0668296238441,82.841927626878,52.7475506625617,0.0765147146918894,0.691189565970026
10.0668385578386,82.8343664771962,52.7492688194728,0.0765084908435643,0.691193331963528
10.0668474918332,82.8268063341504,52.7509867495315,0.0765021824485786,0.691195651660182
10.0668564258278,82.8192471854977,52.7527044527714,0.0764958203955865,0.69119661534256
10.0668711728681,82.8067717054292,52.7555393108132,0.076485245499318,0.691195457875781
10.0668943291469,82.787187622009,52.7599894498264,0.0764685571582126,0.691187446697368
10.0669174854257,82.7676099213024,52.7644380660778,0.0764518606959577,0.691172911777936
10.0669621826248,82.7298379343981,52.7730206630113,0.0764196303484637,0.691129883403998
10.0670068798239,82.6920887704147,52.7815975917141,0.0763874255296718,0.691071872977729
10.067051577023,82.6543619836217,52.7901688556184,0.0763552543957903,0.691003200905473
10.0670962742221,82.6166572707179,52.7987344580929,0.0763230940455268,0.690926796823905
10.0671409714212,82.5789744186853,52.8072944024632,0.0762909368098497,0.690844673971429
10.0671856686203,82.5413132643781,52.8158486920312,0.0762587928098124,0.690758329999869
10.0672303658193,82.5036736794221,52.8243973300828,0.0762266681597892,0.690668919465396
10.0672750630184,82.4660555654144,52.8329403198901,0.0761945607200391,0.690577306000717
10.0673593108431,82.3952089254771,52.8490272884583,0.0761340863600341,0.690400735751141
10.0674435586677,82.3244379662848,52.8650942239113,0.0760736660095566,0.690221086603135
10.0675278064923,82.2537424801098,52.8811411479127,0.0760133006006934,0.690039623917731
10.0676120543169,82.1831223128238,52.8971680820789,0.0759529928589051,0.689857077062324
10.0676963021415,82.1125773335451,52.9131750479934,0.0758927424413005,0.689673947267102
10.0677805499662,82.0421074310363,52.9291620672077,0.0758325481271186,0.689490541385466
10.0679543985563,81.8969270120078,52.9620889326826,0.0757085124467444,0.689111781013847
10.0681282471465,81.7520651366441,52.9949311417147,0.0755847156070244,0.688732824167095
10.0683020957367,81.6075211100979,53.0276888826285,0.0754611571540269,0.688353570460992
10.0684759443268,81.4632942216898,53.0603623433382,0.0753378369780072,0.687974092833073
10.068649792917,81.3193837528622,53.0929517113456,0.075214754641984,0.687594558760271
10.0689567483829,81.0660588995618,53.1502883267933,0.0749980137768319,0.686924303063396
10.0692637038488,80.8137144641003,53.2073643912555,0.0747820106718833,0.686253886479666
10.0695706593146,80.562346627569,53.2641809276008,0.0745667431945525,0.685583212375532
10.0698776147805,80.3119515807142,53.320738954587,0.0743522091728777,0.684912241444158
10.0706042710883,79.7230366364863,53.4536069554667,0.0738472451439048,0.683322783644736
10.0713309273961,79.1394974006005,53.5850465159846,0.0733463466401856,0.681731912741547
10.0720575837039,78.5612875302038,53.7150700149652,0.0728494879215502,0.68013971846091
10.0732010082359,77.6621388693236,53.9168274561388,0.0720757894713908,0.677631877288077
10.074344432768,76.7758983894731,54.115155482115,0.0713119261290274,0.675121182120213
10.0754878573,75.9023629543808,54.3101083574737,0.0705577855910294,0.672607863049726
10.0773464331193,74.5091049597211,54.6199209122031,0.06935241514469,0.668517667774508
10.0792050089387,73.148140432069,54.9211564422494,0.068171962664919,0.664422321980776
10.081063584758,71.8187149660381,55.2140164674141,0.0670159716328032,0.660322908132358
10.0841117022714,69.7047849151068,55.6766942006279,0.0651719005346974,0.653593825344339
10.0871598197848,67.670570186952,56.1182107302659,0.0633904718369382,0.646861622207394
10.0920341756878,64.5757433508427,56.7822831873292,0.0606671706719657,0.636101704214199
10.0969085315908,61.6652064465687,57.3974664245325,0.0580915408410025,0.625365832117584
10.1017828874938,58.9278071794485,57.9667392803006,0.0556562020176144,0.614673299760914
10.1066572433968,56.3531237627687,58.4928853922717,0.0533541039782364,0.604043404437108
10.1115315992998,53.9313867142158,58.9785141116329,0.0511784910254947,0.593494804070016
10.1164059552028,51.6534032170578,59.4260807204458,0.0491228716980496,0.583045304678351
10.1212803111058,49.5105176068948,59.8378969808812,0.0471810138930527,0.57271219439626
10.1261546670088,47.4945896466018,60.2161369450511,0.045346948628615,0.56251205922789
10.1310290229118,45.597971355618,60.5628431636439,0.0436149713287512,0.552460132088888
10.1359033788148,43.8134783630095,60.8799343374719,0.0419796374357855,0.54257040813125
10.1407777347179,42.1343600287874,61.1692132823189,0.0404357544607079,0.532856356200846
10.1456520906209,40.5542720410369,61.4323742611405,0.0389783739478638,0.523330549222007
10.1505264465239,39.0672519687417,61.6710095495298,0.0376027841080911,0.514003430463214
10.1554008024269,37.6676965911543,61.8866154817123,0.0363045022723069,0.5048837546904
10.1602751583299,36.3503402928053,62.0805981693752,0.03507926695633,0.495980619427737
10.1651495142329,35.1102347796673,62.2542789359226,0.0339230299489304,0.487302936346495
10.1700238701359,33.942730354881,62.4088994471242,0.0328319479182145,0.478854665110723
10.1748982260389,32.8434574120282,62.5456265240418,0.0318023766260697,0.470639760114922
10.1797725819419,31.8083093991589,62.6655566517245,0.0308308591800143,0.462663805986927
10.1846469378449,30.8334272561195,62.7697202125519,0.0299141177497887,0.454931222135935
10.1895212937479,29.9151851341155,62.8590854720386,0.029049050351423,0.447438895399576
10.1928202454538,29.3241275363597,62.911633353524,0.0284914043541912,0.442504530385059
10.1961191971598,28.7564464302826,62.9580882964188,0.0279552102220026,0.437684240298985
10.1994181488657,28.2111803925087,62.998707079845,0.0274396300868011,0.432974682302104
10.2027171005716,27.6874079376578,63.0337358038701,0.0269438583273052,0.428372769294515
10.2060160522775,27.1842450411101,63.0634103720555,0.026467118173355,0.423882389609306
10.2082889968313,26.8491192788106,63.0808588447416,0.0261493317160455,0.420854296577644
10.2105619413851,26.5231070391578,63.0959446022208,0.0258399882054091,0.417875938954445
10.2110776825724,26.4503749848915,63.0990459562703,0.0257709480433085,0.417206974539955
10.2115934237598,26.3780957145579,63.1020300399359,0.025702328006408,0.416540973424008
10.2121091649471,26.3062662929921,63.1048976438426,0.0256341254742842,0.415877668595723
10.2129241437864,26.1936707536599,63.109193503235,0.0255271960164197,0.414834830994932
10.2137391226257,26.0821796992305,63.1132035348588,0.0254212923408645,0.413798463365259
10.214554101465,25.9717817230988,63.1169307820073,0.0253164042869585,0.412768619741754
10.2153690803043,25.8624655439896,63.120378255551,0.0252125217957406,0.411745314229219
10.2172321141568,25.6165735603854,63.1272241947744,0.024978771238245,0.409430431034503
10.2190951480093,25.3761459705816,63.1326585144754,0.0247501068706408,0.407149279331495
10.2218933539866,25.0250205746971,63.1382429405633,0.0244159680213071,0.403785917467983
10.2246915599639,24.6855125288555,63.1408323720963,0.0240926667910811,0.400497272042509
10.2274897659412,24.3572146764253,63.1405354983476,0.0237798368695245,0.397282455182965
10.2302879719185,24.0397353663802,63.1374568663686,0.023477125050167,0.394140536301854
10.2368605709045,23.3344371372291,63.1198541711267,0.0228039617795569,0.387041752806099
10.2434331698904,22.6821464253812,63.0886871396782,0.0221805646184212,0.380326480777952
10.2500057688764,22.0786220142545,63.0450877432327,0.0216030657916815,0.373980603073804
10.2565783678624,21.5199602962585,62.990097758027,0.0210678868580899,0.367989278662411
10.2631509668484,21.0025666524139,62.9246764084604,0.0205717193063161,0.362337123011738
10.2697235658343,20.5231343531723,62.8497059969802,0.0201115072187227,0.35700852103002
10.2762961648203,20.0786236056232,62.7659974989363,0.0196844307332521,0.351987786419464
10.2828687638063,19.6662399427872,62.6742963358943,0.019287888814649,0.347259221902591
10.2894413627923,19.2834136495363,62.5752878686759,0.0189194821163832,0.342807302484711
10.2960139617783,18.9277812621166,62.4696023367419,0.0185769974973591,0.338616841925796
10.3025865607642,18.5971690304002,62.3578192776454,0.0182583940504764,0.334672988959586
10.3091591597502,18.2895778216907,62.2404715601852,0.0179617901866617,0.33096126406487
10.3157317587362,18.0031691406394,62.1180491158693,0.0176854515757234,0.327467725127124
10.3223043577222,17.7362522023278,61.9910023923884,0.0174277798896702,0.32417900449433
10.3288769567081,17.4872720403146,61.8597455340546,0.0171873023533849,0.321082213772039
10.3354495556941,17.2547985723766,61.7246593018995,0.0169626620597984,0.318165013988532
10.3420221546801,17.0375165528846,61.5860937549154,0.0167526090049625,0.315415758047114
10.3522222537823,16.727588271368,61.3649093361081,0.0164528380068411,0.311455946864501
10.3624223528846,16.4472904333989,61.1371955723783,0.0161815693330364,0.307835088969357
10.3726224519869,16.1930565128763,60.9039001005056,0.0159353979682753,0.304517952828725
10.3828225510891,15.9617519277442,60.6658550575487,0.0157113217326784,0.301472927875857
10.3930226501914,15.7506180095907,60.4237921054722,0.0155066973124087,0.298670092826956
10.4032227492936,15.5572308563813,60.1783533987718,0.0153191998666277,0.296082276277239
10.4134228483959,15.3794644740508,59.9301013612442,0.0151467853638882,0.293687799239187
10.4236229474981,15.2154541247035,59.6795286296591,0.0149876601006562,0.291464896039002
10.4338230466004,15.0635617606576,59.4270672846906,0.0148402468815588,0.289391944284219
10.4440231457026,14.9223468123234,59.1730964313696,0.0147031574522825,0.287455929378226
10.4506854534872,14.8352643252241,59.0065581265569,0.0146186004556292,0.286257358860261
10.4553002319485,14.7771298631187,58.8909520557449,0.0145621440862068,0.285453766529135
10.4599150104098,14.7206705866334,58.775170879147,0.0145073085006458,0.2846726727515
10.4645297888711,14.6657944273572,58.6592386939229,0.0144540048040896,0.283911777426004
10.4691445673324,14.6124144918271,58.5431782017527,0.0144021490855535,0.283169292443767
10.4737593457937,14.5604486298876,58.4270107711153,0.0143516619493168,0.282445928659414
10.478374124255,14.5098196678959,58.3107565147338,0.0143024688356152,0.281739665323802
10.4829889027163,14.4604547845316,58.1944343706308,0.0142544993613357,0.281048958126366
10.4876036811776,14.4122850625614,58.0780621710551,0.0142076868799073,0.280374643683888
10.4922184596389,14.3652457742482,57.9616567022577,0.0141619688190825,0.279714848086752
10.4968332381002,14.3192758510738,57.8452337623914,0.0141172861136912,0.279068121998492
10.5014480165615,14.2743174759488,57.7288082177571,0.0140735828177489,0.278435415110091
10.5060627950228,14.2303163793231,57.6123940575275,0.0140308064389412,0.27781506694461
10.5106775734841,14.1872213587703,57.4960044451292,0.0139889074299244,0.277205687252467
10.5152923519454,14.14498389831,57.3796517640923,0.0139478388178528,0.276608248247803
10.5199071304067,14.1035584706427,57.2633476618807,0.0139075565445704,0.276021421930019
10.524521908868,14.0629021529711,57.1471030929506,0.0138680190563682,0.275443809564114
10.5291366873293,14.0229742535296,57.0309283582307,0.0138291869380514,0.274876199832009
10.5345807685103,13.9767556739631,56.8939792904556,0.0137842330741283,0.274218202696563
10.5400248496912,13.9314388713713,56.7571557281614,0.0137401524459933,0.27357169200413
10.5454689308722,13.8869688205141,56.6204714872995,0.0136968917480404,0.272936222172233
10.5509130120531,13.8432941947428,56.4839394040398,0.013654401251898,0.272311106882954
10.5563570932341,13.8003671010936,56.3475714002522,0.0136126345499531,0.271695617861644
10.561801174415,13.7581428260788,56.2113785450389,0.013571548309093,0.271089224383163
10.5717726321627,13.6824905367933,55.9624134500338,0.0134979266707756,0.270000293236186
10.5817440899104,13.6088251070322,55.7141267604766,0.0134262282616333,0.26893690524177
10.5917155476582,13.5369412392523,55.4665679728867,0.0133562540298708,0.267896394488243
10.6016870054059,13.4666579546645,55.2197801068781,0.0132878284763779,0.266876181752946
10.6116584631536,13.3978157390686,54.9738004579848,0.0132207968905251,0.265874141754087
10.6216299209013,13.3302739970123,54.7286612815991,0.0131550228923183,0.264888465514907
10.631601378649,13.2639087670859,54.4843904100872,0.0130903862247815,0.263917411645747
10.6469933242952,13.1635277733945,54.1090928038449,0.0129926039451277,0.262443831261857
10.6623852699413,13.0653495369224,53.7359927003429,0.0128969489159112,0.26099692411361
10.6777772155874,12.9690903336147,53.3651467124683,0.0128031458254616,0.259572853578886
10.6931691612336,12.8745161155127,52.996598293365,0.0127109675545116,0.258168454482557
10.7085611068797,12.7814340642449,52.6303799981513,0.0126202269960805,0.256781032062233
10.7347087984523,12.6262930204415,52.0136561936501,0.0124689517575884,0.254457100039118
10.7608564900248,12.4744051186944,51.4037922940817,0.0123208038909638,0.252167808682017
10.7870041815973,12.3253253209333,50.8008166080105,0.012175351951353,0.249907187527725
10.8131518731698,12.1787274172381,50.2047267084468,0.0120322799329144,0.247670973692792
10.8392995647423,12.0343745629521,49.6154973114203,0.0118913586180478,0.245455964806541
10.8654472563148,11.8920938376196,49.0330870653001,0.0117524208856152,0.243259916452767
10.8915949478874,11.7517554575405,48.4574440991488,0.0116153415888338,0.241081345331507
10.9177426394599,11.6132595606274,47.888509555377,0.0114800247267853,0.23891904056894
10.9438903310324,11.4765288467266,47.3262195428971,0.0113463962257098,0.236772128789399
10.9700380226049,11.3415032610104,46.7705065442596,0.0112143987369396,0.234640145670349
11,11.1888160721606,46.1417251383708,0.0110650932656107,0.23221487177998
11,11.1888160721606,46.1417251383708,0.0110650932656107,0.23221487177998
11.0000003975023,11.1894341586372,46.1417168533651,0.011065105579642,0.232214851075251
11.0000007950045,11.190052239629,46.1417085691215,0.0110651318385871,0.23221484169946
11.0000021447926,11.192150999593,46.1416804443888,0.0110653226493356,0.232214896720932
11.0000034945807,11.1942497048442,46.1416523274667,0.0110656419664466,0.232215067251035
11.0000048443687,11.1963483517517,46.1416242190058,0.0110660916247508,0.232215362512735
11.0000079006234,11.2010999922744,46.141560606863,0.0110675412154392,0.232216504956302
11.0000109568782,11.2058513399172,46.141497039578,0.0110695258879832,0.232218300264063
11.0000140131329,11.2106024029321,46.1414335172716,0.0110719621388859,0.232220744727842
11.0000170693876,11.2153531891245,46.141370039982,0.011074775481048,0.232223833286249
11.0000201256423,11.2201037053612,46.1413066077205,0.0110779022973026,0.232227560458656
11.000023181897,11.2248539575329,46.1412432204888,0.0110812891945385,0.23223192065707
11.0000262381517,11.2296039506512,46.1411798782859,0.0110848916872444,0.232236908290044
11.0000292944065,11.2343536889749,46.1411165811096,0.0110886728269488,0.232242517797077
